Date,OEM_Part_ID,Part_Name,Category,Manufacturer,Demand,Stock_Level,Sensor_Temperature,Sensor_Vibration,Sensor_Pressure,Supplier_Reliability_Score,Defect_Rate,Late_Delivery_Frequency,Lead_Time_Days,Route_Duration,Traffic_Impact,Delivery_Status,Transportation_Cost,Fuel_Consumption
2021-10-11,VW0650,Battery,Safety System,Exide,123,398,119.83,2.03,64.42,0.92,0.05,0,24,165,Low,Delayed,86.02,9.76
2021-10-12,VW0651,Turbocharger,Fuel System,Bosch,146,427,90.28,1.26,65.43,0.87,0.03,0,24,89,High,On Time,115.53,12.94
2021-10-13,VW0652,Brake Pads,Electrical,Behr Hella,93,786,106.21,1.09,41.75,0.98,0.07,2,29,178,High,On Time,146.12,9.05
2021-10-14,VW0653,Turbocharger,Safety System,Continental AG,140,318,102.11,0.77,70.24,0.95,0.04,1,23,104,Low,In Transit,108.23,7.85
2021-10-15,VW0654,Alternator,Electrical,Exide,373,475,81.07,2.07,56.89,0.96,0.07,2,10,123,Low,In Transit,83.86,13.14
2021-10-16,VW0655,Fuel Pump,Fuel System,Continental AG,234,462,95.0,0.72,90.65,0.91,0.1,3,27,73,Low,Delayed,91.73,7.41
2021-10-17,VW0656,Battery,Braking System,Continental AG,418,655,101.09,1.47,71.7,0.94,0.05,0,25,152,High,In Transit,77.34,5.63
2021-10-18,VW0657,Turbocharger,Electrical,Garrett Motion,125,184,90.1,2.1,93.73,1.0,0.09,4,23,145,Low,Delayed,95.15,8.73
2021-10-19,VW0658,Battery,Braking System,Behr Hella,133,240,104.24,2.06,84.0,0.9,0.1,0,24,90,High,On Time,166.78,12.46
2021-10-20,VW0659,Battery,Fuel System,Behr Hella,440,367,93.37,2.11,96.3,0.95,0.08,4,12,48,High,On Time,72.64,8.13
2021-10-21,VW0660,Brake Pads,Engine,Exide,120,226,87.43,0.39,76.94,0.88,0.09,2,25,45,High,In Transit,178.73,12.75
2021-10-22,VW0661,Fuel Pump,Engine,Garrett Motion,469,707,98.76,2.35,90.9,0.88,0.05,4,11,89,Low,In Transit,70.5,14.13
2021-10-23,VW0662,Alternator,Safety System,Exide,367,476,85.65,0.81,66.75,0.88,0.06,4,27,42,Low,Delayed,115.0,7.54
2021-10-24,VW0663,Fuel Pump,Braking System,Continental AG,146,328,113.46,0.65,45.29,0.97,0.05,1,24,74,High,In Transit,169.61,5.53
2021-10-25,VW0664,Fuel Pump,Braking System,Bosch,498,356,87.55,0.84,79.98,0.85,0.09,3,22,37,High,Delayed,111.58,6.67
2021-10-26,VW0665,Alternator,Fuel System,Behr Hella,430,331,116.06,0.75,50.72,0.97,0.06,3,12,33,High,Delayed,140.04,13.83
2021-10-27,VW0666,Alternator,Braking System,Bosch,215,237,101.67,0.32,85.95,0.94,0.08,3,28,38,Low,Delayed,96.85,12.48
2021-10-28,VW0667,Fuel Pump,Engine,Continental AG,174,377,97.1,2.2,75.09,0.87,0.02,1,26,157,High,On Time,159.65,7.72
2021-10-29,VW0668,Brake Pads,Engine,Exide,58,124,116.93,1.71,66.98,1.0,0.03,2,20,42,Medium,On Time,122.92,8.86
2021-10-30,VW0669,Battery,Safety System,Garrett Motion,389,425,85.72,2.49,93.38,0.95,0.02,0,15,38,Low,On Time,176.76,8.32
2021-10-31,VW0670,Airbag Module,Braking System,Continental AG,70,633,113.73,2.29,90.66,0.9,0.09,3,12,112,High,On Time,133.97,13.2
2021-11-01,VW0671,Fuel Pump,Braking System,Garrett Motion,353,489,105.07,0.85,74.03,0.99,0.04,1,21,134,Low,Delayed,196.36,9.23
2021-11-02,VW0672,Battery,Engine,Exide,471,250,117.8,0.94,89.43,0.98,0.02,0,16,135,Medium,In Transit,187.9,13.35
2021-11-03,VW0673,Airbag Module,Fuel System,Bosch,373,463,93.74,1.56,82.35,0.89,0.09,3,18,143,Medium,On Time,165.02,11.03
2021-11-04,VW0674,Brake Pads,Braking System,Garrett Motion,166,214,102.63,1.34,97.36,1.0,0.07,4,13,52,High,In Transit,163.05,11.31
2021-11-05,VW0675,Alternator,Fuel System,Continental AG,270,468,84.48,0.48,74.63,0.99,0.02,0,13,151,High,Delayed,54.92,11.56
2021-11-06,VW0676,Brake Pads,Electrical,Exide,212,250,115.61,0.45,74.57,0.97,0.09,4,29,92,Medium,On Time,81.57,9.76
2021-11-07,VW0677,Turbocharger,Safety System,Continental AG,483,319,109.28,1.84,64.29,0.88,0.02,2,19,109,Medium,In Transit,198.32,12.21
2021-11-08,VW0678,Brake Pads,Safety System,Behr Hella,452,714,105.23,1.37,74.76,0.94,0.09,2,25,127,Medium,On Time,140.47,14.02
2021-11-09,VW0679,Battery,Braking System,Behr Hella,92,695,80.94,1.55,99.63,0.87,0.09,2,20,172,Low,On Time,92.15,8.68
2021-11-10,VW0680,Turbocharger,Engine,Continental AG,485,710,100.13,1.59,57.26,0.91,0.09,3,16,163,High,On Time,113.59,9.42
2021-11-11,VW0681,Battery,Engine,Garrett Motion,190,415,92.62,2.19,80.57,0.99,0.08,3,20,68,Medium,On Time,161.42,14.38
2021-11-12,VW0682,Airbag Module,Fuel System,Garrett Motion,325,212,110.93,0.73,53.48,0.94,0.05,1,20,111,High,Delayed,134.12,6.09
2021-11-13,VW0683,Airbag Module,Engine,Bosch,136,734,84.17,1.42,87.4,0.9,0.03,2,21,96,Medium,Delayed,175.2,14.0
2021-11-14,VW0684,Alternator,Fuel System,Behr Hella,334,455,100.93,1.38,69.11,0.99,0.05,4,18,159,Low,On Time,153.93,10.63
2021-11-15,VW0685,Fuel Pump,Safety System,Bosch,444,533,95.85,1.77,43.29,0.88,0.1,3,17,53,Low,On Time,107.58,10.28
2021-11-16,VW0686,Airbag Module,Safety System,Exide,178,115,111.17,1.0,51.91,0.96,0.09,0,13,96,High,In Transit,174.21,12.15
2021-11-17,VW0687,Turbocharger,Electrical,Bosch,360,332,92.41,0.97,72.02,0.85,0.06,4,11,117,Low,Delayed,103.79,12.79
2021-11-18,VW0688,Battery,Safety System,Exide,297,667,83.33,2.05,93.48,0.92,0.01,3,10,89,High,On Time,73.97,6.35
2021-11-19,VW0689,Brake Pads,Engine,Continental AG,335,196,105.67,2.35,91.41,0.87,0.05,0,25,113,Medium,Delayed,149.13,7.62
2021-11-20,VW0690,Turbocharger,Safety System,Behr Hella,135,416,118.36,1.08,92.18,0.91,0.07,4,28,61,High,On Time,71.49,10.45
2021-11-21,VW0691,Alternator,Electrical,Garrett Motion,405,115,93.07,1.05,47.71,0.86,0.09,4,23,60,Low,On Time,144.87,5.12
2021-11-22,VW0692,Alternator,Fuel System,Garrett Motion,450,205,113.17,1.55,40.4,0.96,0.03,2,21,95,Medium,In Transit,79.33,7.62
2021-11-23,VW0693,Alternator,Safety System,Continental AG,485,232,109.48,0.4,57.44,0.94,0.02,1,18,105,High,On Time,139.66,7.19
2021-11-24,VW0694,Airbag Module,Safety System,Bosch,455,293,106.24,0.69,88.93,0.94,0.06,3,23,125,High,In Transit,122.78,9.96
2021-11-25,VW0695,Battery,Engine,Bosch,407,483,112.81,0.93,56.31,0.9,0.06,1,10,53,Medium,On Time,99.28,11.5
2021-11-26,VW0696,Fuel Pump,Electrical,Behr Hella,277,643,105.2,1.65,65.52,0.87,0.05,2,13,35,Medium,Delayed,55.62,11.57
2021-11-27,VW0697,Turbocharger,Electrical,Garrett Motion,82,488,103.43,2.49,78.54,0.96,0.02,2,15,161,Low,Delayed,85.84,5.38
2021-11-28,VW0698,Brake Pads,Safety System,Behr Hella,431,640,113.21,1.78,53.29,0.93,0.07,0,21,80,High,Delayed,134.74,7.34
2021-11-29,VW0699,Battery,Braking System,Behr Hella,96,330,117.56,0.95,82.54,0.94,0.02,0,28,39,Medium,On Time,113.88,5.03
2021-11-30,VW0700,Brake Pads,Engine,Bosch,77,226,118.44,1.84,89.3,0.97,0.05,1,22,52,High,Delayed,188.42,10.41
2021-12-01,VW0701,Alternator,Fuel System,Bosch,202,445,107.33,2.01,59.6,0.88,0.04,1,13,139,Medium,On Time,80.2,11.69
2021-12-02,VW0702,Alternator,Engine,Bosch,296,228,106.97,2.39,85.15,0.94,0.06,3,13,50,Medium,On Time,147.21,14.18
2021-12-03,VW0703,Airbag Module,Electrical,Bosch,251,253,101.33,1.39,89.89,0.87,0.08,0,17,124,Low,On Time,52.56,6.07
2021-12-04,VW0704,Turbocharger,Engine,Bosch,209,678,103.74,1.57,48.73,0.89,0.05,3,17,92,Medium,In Transit,156.77,13.0
2021-12-05,VW0705,Fuel Pump,Braking System,Garrett Motion,423,387,118.59,1.84,85.03,0.86,0.04,4,23,53,High,In Transit,193.02,6.37
2021-12-06,VW0706,Battery,Safety System,Continental AG,353,627,112.91,1.87,80.35,0.92,0.09,3,15,117,Medium,Delayed,89.54,9.33
2021-12-07,VW0707,Brake Pads,Engine,Garrett Motion,381,173,100.79,1.18,86.86,0.87,0.02,2,10,134,Medium,Delayed,135.41,8.49
2021-12-08,VW0708,Airbag Module,Braking System,Behr Hella,493,458,118.54,2.3,55.32,0.88,0.06,0,17,58,High,In Transit,90.92,14.7
2021-12-09,VW0709,Brake Pads,Fuel System,Garrett Motion,162,514,116.33,2.46,42.44,0.86,0.08,1,29,126,High,On Time,170.2,11.8
2021-12-10,VW0710,Battery,Engine,Continental AG,324,181,87.83,1.16,93.72,0.96,0.05,3,12,142,High,Delayed,115.08,11.03
2021-12-11,VW0711,Brake Pads,Fuel System,Exide,453,560,85.14,1.79,95.21,0.97,0.01,2,24,157,High,On Time,83.69,13.09
2021-12-12,VW0712,Airbag Module,Fuel System,Behr Hella,420,180,103.54,1.73,42.03,0.91,0.08,2,14,166,Medium,On Time,162.54,7.2
2021-12-13,VW0713,Brake Pads,Fuel System,Bosch,407,426,85.61,1.56,87.78,0.89,0.03,4,26,63,Medium,Delayed,198.79,9.03
2021-12-14,VW0714,Fuel Pump,Safety System,Bosch,458,328,85.79,0.38,41.92,0.99,0.08,2,25,147,Medium,On Time,139.27,14.69
2021-12-15,VW0715,Turbocharger,Engine,Garrett Motion,430,522,81.11,1.21,60.92,0.87,0.01,1,15,149,High,In Transit,193.05,9.01
2021-12-16,VW0716,Turbocharger,Electrical,Exide,232,154,89.86,1.91,53.8,0.9,0.08,3,13,90,High,In Transit,83.47,9.34
2021-12-17,VW0717,Battery,Electrical,Behr Hella,411,714,84.27,0.59,61.34,0.95,0.09,2,13,175,High,In Transit,184.73,5.13
2021-12-18,VW0718,Fuel Pump,Braking System,Exide,225,718,112.0,2.22,44.13,0.9,0.06,0,29,65,Medium,On Time,169.91,10.67
2021-12-19,VW0719,Battery,Braking System,Continental AG,267,502,93.35,2.43,43.48,0.99,0.1,4,24,56,Low,In Transit,180.48,7.3
2021-12-20,VW0720,Turbocharger,Fuel System,Bosch,232,487,80.55,1.66,76.58,0.98,0.07,4,27,36,Medium,On Time,170.08,7.29
2021-12-21,VW0721,Alternator,Fuel System,Garrett Motion,132,460,112.43,1.66,96.57,0.89,0.04,0,14,152,Low,On Time,118.88,9.3
2021-12-22,VW0722,Airbag Module,Safety System,Exide,160,141,94.79,2.29,74.34,0.86,0.08,0,14,137,Low,Delayed,98.03,8.28
2021-12-23,VW0723,Battery,Fuel System,Bosch,338,525,94.13,2.19,72.94,0.91,0.02,0,14,52,Medium,Delayed,178.91,12.95
2021-12-24,VW0724,Fuel Pump,Engine,Continental AG,297,203,96.82,1.14,58.01,0.98,0.05,4,26,146,High,Delayed,149.68,10.39
2021-12-25,VW0725,Alternator,Fuel System,Exide,254,536,116.27,1.22,66.36,0.91,0.03,2,11,37,High,On Time,106.87,9.86
2021-12-26,VW0726,Airbag Module,Electrical,Garrett Motion,434,510,106.33,1.01,51.42,0.89,0.03,2,18,121,Medium,On Time,88.7,8.83
2021-12-27,VW0727,Alternator,Fuel System,Behr Hella,151,692,109.51,0.63,55.26,0.93,0.02,1,24,60,High,Delayed,161.66,14.23
2021-12-28,VW0728,Battery,Engine,Exide,206,192,81.43,1.82,73.75,0.89,0.02,0,14,31,Low,In Transit,151.48,13.02
2021-12-29,VW0729,Battery,Safety System,Bosch,162,254,109.86,2.0,55.55,0.97,0.06,4,24,76,Medium,Delayed,138.88,12.82
2021-12-30,VW0730,Airbag Module,Safety System,Bosch,168,655,90.49,0.38,85.71,0.94,0.02,4,11,124,High,Delayed,135.28,7.22
2021-12-31,VW0731,Brake Pads,Electrical,Exide,285,689,84.29,2.43,48.43,0.99,0.09,1,13,168,High,In Transit,185.54,6.87
2022-01-01,VW0732,Turbocharger,Electrical,Behr Hella,484,425,108.41,1.62,52.04,0.97,0.04,1,15,64,Medium,On Time,58.96,12.89
2022-01-02,VW0733,Alternator,Safety System,Exide,386,492,113.12,1.79,44.02,0.93,0.01,3,27,51,High,On Time,109.04,9.04
2022-01-03,VW0734,Battery,Electrical,Garrett Motion,326,415,99.98,1.35,92.65,0.92,0.04,3,25,82,Low,On Time,148.39,8.92
2022-01-04,VW0735,Turbocharger,Fuel System,Bosch,81,321,100.43,2.02,43.91,0.95,0.08,4,20,124,Medium,On Time,52.93,10.04
2022-01-05,VW0736,Fuel Pump,Safety System,Exide,374,736,89.44,1.65,53.41,0.9,0.03,3,11,44,Medium,In Transit,127.06,12.89
2022-01-06,VW0737,Airbag Module,Safety System,Bosch,394,130,93.71,1.03,85.42,0.97,0.02,2,27,42,Medium,Delayed,146.69,14.0
2022-01-07,VW0738,Battery,Braking System,Exide,83,324,111.81,1.08,69.16,0.98,0.07,2,26,127,Medium,In Transit,144.25,8.94
2022-01-08,VW0739,Battery,Braking System,Exide,141,765,87.49,1.6,55.52,0.86,0.06,0,26,105,High,In Transit,131.39,12.49
2022-01-09,VW0740,Airbag Module,Fuel System,Bosch,283,429,111.07,1.92,83.77,0.98,0.1,4,11,101,Medium,In Transit,92.66,8.04
2022-01-10,VW0741,Fuel Pump,Braking System,Continental AG,224,503,96.32,2.15,49.48,0.89,0.02,0,22,110,Medium,On Time,101.61,6.09
2022-01-11,VW0742,Fuel Pump,Fuel System,Bosch,385,506,114.47,0.49,54.88,0.98,0.07,2,12,126,Medium,In Transit,88.9,13.79
2022-01-12,VW0743,Airbag Module,Braking System,Garrett Motion,107,319,87.15,1.96,60.54,0.86,0.04,1,27,99,Low,In Transit,78.81,14.64
2022-01-13,VW0744,Battery,Electrical,Garrett Motion,383,298,114.0,1.54,95.7,0.99,0.02,4,10,131,Medium,In Transit,198.93,11.82
2022-01-14,VW0745,Airbag Module,Fuel System,Behr Hella,65,104,99.84,2.18,96.81,0.95,0.07,3,29,43,High,Delayed,61.08,13.47
2022-01-15,VW0746,Fuel Pump,Safety System,Bosch,344,480,114.49,1.93,83.7,0.99,0.03,0,15,154,High,On Time,112.74,12.15
2022-01-16,VW0747,Brake Pads,Engine,Continental AG,152,472,99.73,1.0,70.55,0.98,0.01,1,19,170,High,In Transit,74.03,6.05
2022-01-17,VW0748,Battery,Engine,Garrett Motion,57,244,100.23,0.99,43.34,0.86,0.05,4,12,81,Medium,On Time,165.37,7.92
2022-01-18,VW0749,Alternator,Fuel System,Continental AG,247,579,111.1,1.97,47.83,0.91,0.03,0,15,132,Medium,On Time,151.64,10.37
2022-01-19,VW0750,Airbag Module,Engine,Bosch,187,284,104.38,0.33,96.35,0.88,0.05,0,15,160,High,In Transit,197.43,11.85
2022-01-20,VW0751,Airbag Module,Fuel System,Exide,332,342,102.99,2.37,51.25,1.0,0.07,4,27,87,Medium,Delayed,170.95,6.23
2022-01-21,VW0752,Turbocharger,Fuel System,Behr Hella,494,782,89.9,2.25,57.82,0.87,0.02,1,20,133,Medium,Delayed,88.45,8.7
2022-01-22,VW0753,Brake Pads,Safety System,Continental AG,200,679,94.46,2.36,87.61,0.96,0.01,0,24,83,High,In Transit,72.83,9.15
2022-01-23,VW0754,Alternator,Braking System,Behr Hella,79,133,111.69,0.48,82.9,0.99,0.06,2,21,87,Low,On Time,61.64,7.9
2022-01-24,VW0755,Battery,Braking System,Behr Hella,88,794,106.09,2.42,90.38,0.96,0.08,2,14,102,High,On Time,114.99,5.33
2022-01-25,VW0756,Airbag Module,Braking System,Exide,202,775,98.21,1.94,60.69,0.91,0.03,3,21,158,Medium,On Time,56.65,11.73
2022-01-26,VW0757,Alternator,Safety System,Bosch,292,126,110.8,2.27,82.65,0.99,0.1,3,25,87,Medium,In Transit,148.89,8.42
2022-01-27,VW0758,Alternator,Electrical,Behr Hella,171,427,83.23,0.48,50.55,0.92,0.07,1,22,102,Low,Delayed,89.42,6.43
2022-01-28,VW0759,Alternator,Safety System,Continental AG,73,301,84.94,1.05,82.52,0.97,0.07,4,15,128,Medium,On Time,77.23,12.17
2022-01-29,VW0760,Alternator,Engine,Bosch,80,420,84.53,0.54,63.29,0.92,0.03,1,21,98,Low,In Transit,175.37,12.31
2022-01-30,VW0761,Alternator,Engine,Garrett Motion,227,108,93.04,2.26,68.13,0.98,0.02,2,20,74,High,In Transit,199.7,7.67
2022-01-31,VW0762,Brake Pads,Fuel System,Bosch,450,308,98.06,1.52,93.67,0.95,0.1,3,11,48,High,On Time,77.01,7.11
2022-02-01,VW0763,Battery,Braking System,Exide,453,161,96.6,2.3,48.16,0.97,0.02,3,22,68,High,In Transit,152.33,11.48
2022-02-02,VW0764,Fuel Pump,Engine,Exide,488,338,92.57,0.52,75.76,0.92,0.03,3,10,160,Low,On Time,63.99,11.99
2022-02-03,VW0765,Airbag Module,Safety System,Exide,228,699,106.38,1.36,78.32,0.97,0.06,0,24,102,Medium,In Transit,80.44,13.8
2022-02-04,VW0766,Battery,Safety System,Behr Hella,368,596,116.66,1.89,69.2,0.98,0.09,4,15,64,Medium,In Transit,131.61,6.98
2022-02-05,VW0767,Airbag Module,Safety System,Continental AG,234,615,102.63,0.33,89.3,0.91,0.09,0,19,161,High,Delayed,107.16,7.72
2022-02-06,VW0768,Brake Pads,Fuel System,Bosch,181,799,81.59,0.34,71.24,0.98,0.03,1,25,159,Low,On Time,137.19,6.43
2022-02-07,VW0769,Alternator,Braking System,Behr Hella,220,442,106.61,0.88,99.59,0.94,0.02,2,27,53,Low,On Time,122.03,8.82
2022-02-08,VW0770,Alternator,Safety System,Exide,294,731,90.97,1.65,95.0,0.95,0.04,1,28,85,Medium,Delayed,191.45,9.35
2022-02-09,VW0771,Battery,Fuel System,Continental AG,424,147,114.34,1.6,52.43,0.91,0.06,0,27,164,High,In Transit,174.78,8.24
2022-02-10,VW0772,Airbag Module,Fuel System,Behr Hella,169,766,92.51,1.55,80.37,0.87,0.09,4,18,134,Medium,On Time,110.65,9.49
2022-02-11,VW0773,Alternator,Braking System,Exide,356,134,82.45,0.94,68.07,0.99,0.03,3,21,77,Medium,In Transit,105.4,12.04
2022-02-12,VW0774,Fuel Pump,Fuel System,Exide,254,121,111.12,0.5,69.19,0.97,0.09,4,27,96,High,Delayed,57.68,5.9
2022-02-13,VW0775,Fuel Pump,Safety System,Continental AG,420,617,90.72,2.09,70.8,0.95,0.05,3,23,94,Low,In Transit,123.8,9.24
2022-02-14,VW0776,Turbocharger,Braking System,Garrett Motion,182,378,110.83,2.28,67.22,0.95,0.08,3,21,121,Low,Delayed,111.0,13.95
2022-02-15,VW0777,Alternator,Fuel System,Bosch,164,792,112.56,1.82,99.95,0.92,0.07,3,12,174,Low,Delayed,92.35,10.54
2022-02-16,VW0778,Airbag Module,Engine,Garrett Motion,442,315,119.22,2.4,42.24,0.94,0.05,1,10,157,Low,Delayed,94.28,9.53
2022-02-17,VW0779,Battery,Engine,Garrett Motion,185,535,104.63,2.05,94.55,0.99,0.03,3,27,95,Medium,On Time,116.55,13.22
2022-02-18,VW0780,Alternator,Fuel System,Bosch,76,184,109.08,1.01,45.38,0.9,0.03,3,15,81,High,On Time,130.93,10.62
2022-02-19,VW0781,Brake Pads,Fuel System,Garrett Motion,432,330,115.69,2.42,78.33,0.98,0.08,0,19,81,Low,Delayed,64.62,9.86
2022-02-20,VW0782,Turbocharger,Fuel System,Continental AG,210,247,81.02,1.32,67.22,0.87,0.05,3,20,173,High,On Time,99.83,5.95
2022-02-21,VW0783,Turbocharger,Engine,Garrett Motion,283,663,94.16,1.3,80.49,0.97,0.09,3,25,93,Low,Delayed,110.78,13.92
2022-02-22,VW0784,Airbag Module,Engine,Continental AG,249,678,118.31,2.37,61.6,0.92,0.02,2,13,126,Low,Delayed,121.42,7.79
2022-02-23,VW0785,Turbocharger,Fuel System,Exide,492,363,101.94,2.36,98.85,0.86,0.04,2,18,171,Medium,Delayed,127.92,6.8
2022-02-24,VW0786,Turbocharger,Braking System,Garrett Motion,386,349,100.18,2.22,81.44,0.86,0.09,3,27,80,Low,In Transit,148.92,5.11
2022-02-25,VW0787,Alternator,Engine,Exide,277,462,105.34,1.68,84.23,0.92,0.08,3,18,166,High,Delayed,126.25,8.71
2022-02-26,VW0788,Airbag Module,Fuel System,Continental AG,134,460,103.05,2.08,71.03,0.95,0.04,4,11,168,Low,In Transit,113.46,7.12
2022-02-27,VW0789,Battery,Fuel System,Bosch,455,197,91.71,1.88,54.27,0.93,0.08,4,13,91,Medium,On Time,87.77,10.35
2022-02-28,VW0790,Airbag Module,Electrical,Garrett Motion,472,157,100.78,1.98,41.14,0.98,0.07,3,27,147,High,In Transit,157.84,10.98
2022-03-01,VW0791,Turbocharger,Braking System,Behr Hella,498,736,97.05,1.44,40.75,0.95,0.08,3,21,147,High,Delayed,63.98,8.87
2022-03-02,VW0792,Airbag Module,Engine,Behr Hella,79,276,89.42,2.19,55.51,0.92,0.02,1,13,120,High,In Transit,59.13,7.97
2022-03-03,VW0793,Brake Pads,Braking System,Behr Hella,330,650,92.33,1.23,91.26,0.98,0.05,3,13,160,Medium,Delayed,96.22,14.48
2022-03-04,VW0794,Fuel Pump,Engine,Continental AG,263,552,105.97,1.36,57.1,0.95,0.03,3,22,146,Low,Delayed,60.96,8.15
2022-03-05,VW0795,Alternator,Engine,Exide,325,369,91.32,1.02,74.59,1.0,0.02,1,18,142,Low,On Time,65.67,9.76
2022-03-06,VW0796,Airbag Module,Engine,Continental AG,279,535,117.27,1.27,92.6,0.86,0.06,0,18,74,High,On Time,165.78,14.56
2022-03-07,VW0797,Battery,Fuel System,Behr Hella,391,277,119.95,1.98,71.95,0.98,0.04,0,11,125,High,In Transit,88.66,7.81
2022-03-08,VW0798,Fuel Pump,Braking System,Behr Hella,449,411,85.35,0.32,57.89,0.95,0.05,0,21,143,Medium,Delayed,110.94,6.91
2022-03-09,VW0799,Battery,Safety System,Exide,158,352,98.76,2.06,67.14,0.96,0.03,0,27,102,High,Delayed,97.11,5.3
2022-03-10,VW0800,Fuel Pump,Fuel System,Continental AG,74,620,94.67,2.02,71.64,0.91,0.06,2,29,169,Medium,In Transit,60.8,14.89
2022-03-11,VW0801,Airbag Module,Safety System,Behr Hella,345,145,99.78,2.04,58.34,0.9,0.01,0,28,113,Medium,On Time,102.84,7.26
2022-03-12,VW0802,Turbocharger,Engine,Bosch,492,555,116.04,1.9,81.61,0.97,0.02,0,15,74,High,Delayed,146.61,10.76
2022-03-13,VW0803,Turbocharger,Braking System,Behr Hella,81,102,102.99,1.05,92.87,0.87,0.04,0,27,174,High,On Time,136.66,7.24
2022-03-14,VW0804,Fuel Pump,Engine,Behr Hella,232,317,85.36,1.21,63.67,0.94,0.07,1,21,144,Medium,In Transit,129.55,10.36
2022-03-15,VW0805,Battery,Electrical,Garrett Motion,463,693,86.12,0.55,40.67,0.85,0.05,1,19,123,Medium,In Transit,51.4,13.71
2022-03-16,VW0806,Alternator,Electrical,Behr Hella,268,763,80.62,0.95,58.99,0.89,0.08,0,28,84,High,In Transit,70.82,10.89
2022-03-17,VW0807,Brake Pads,Engine,Behr Hella,343,296,105.84,1.9,68.26,0.89,0.04,0,18,109,Low,In Transit,179.74,14.66
2022-03-18,VW0808,Brake Pads,Braking System,Exide,211,181,97.49,2.06,86.98,0.89,0.07,0,29,110,Medium,In Transit,199.48,8.29
2022-03-19,VW0809,Brake Pads,Engine,Behr Hella,122,322,87.89,0.77,99.13,0.89,0.1,3,11,49,Low,Delayed,113.97,12.97
2022-03-20,VW0810,Turbocharger,Braking System,Exide,338,361,110.25,2.27,69.9,0.9,0.09,2,23,79,Medium,Delayed,81.11,5.35
2022-03-21,VW0811,Fuel Pump,Engine,Exide,423,578,96.79,0.31,40.15,0.95,0.04,0,29,107,Medium,Delayed,76.99,13.97
2022-03-22,VW0812,Airbag Module,Braking System,Continental AG,387,596,98.67,1.8,85.15,0.97,0.02,2,21,159,High,Delayed,176.69,12.09
2022-03-23,VW0813,Fuel Pump,Electrical,Bosch,327,421,85.55,0.56,97.48,0.97,0.07,3,20,173,Medium,In Transit,77.96,5.07
2022-03-24,VW0814,Fuel Pump,Fuel System,Bosch,446,694,86.61,2.08,58.72,0.98,0.02,4,21,179,Medium,Delayed,170.14,8.81
2022-03-25,VW0815,Alternator,Engine,Bosch,246,616,113.97,2.09,67.2,0.91,0.04,3,14,43,Low,On Time,179.09,12.5
2022-03-26,VW0816,Brake Pads,Safety System,Continental AG,200,725,103.98,1.87,51.16,0.99,0.07,1,29,40,Medium,Delayed,119.67,8.61
2022-03-27,VW0817,Turbocharger,Electrical,Continental AG,494,793,104.4,1.86,76.09,0.92,0.09,4,17,83,Medium,In Transit,177.58,12.71
2022-03-28,VW0818,Airbag Module,Safety System,Exide,333,673,91.81,0.8,99.9,0.87,0.09,1,22,40,Medium,Delayed,144.45,9.32
2022-03-29,VW0819,Fuel Pump,Electrical,Garrett Motion,348,531,103.0,1.32,44.27,1.0,0.02,4,14,34,Medium,Delayed,159.19,12.96
2022-03-30,VW0820,Battery,Safety System,Behr Hella,370,328,117.19,1.57,50.69,0.95,0.02,0,26,61,High,On Time,176.96,14.55
2022-03-31,VW0821,Brake Pads,Electrical,Garrett Motion,330,229,85.01,1.24,67.09,0.91,0.09,2,19,139,Medium,In Transit,70.77,11.89
2022-04-01,VW0822,Fuel Pump,Fuel System,Behr Hella,430,331,108.1,0.45,49.43,0.89,0.07,0,23,39,Medium,On Time,150.66,14.26
2022-04-02,VW0823,Alternator,Safety System,Garrett Motion,276,188,90.43,1.78,63.73,0.88,0.05,3,12,176,Low,Delayed,198.45,13.07
2022-04-03,VW0824,Airbag Module,Safety System,Behr Hella,323,185,98.02,2.29,76.76,0.95,0.07,2,28,60,Medium,In Transit,114.15,12.04
2022-04-04,VW0825,Brake Pads,Braking System,Behr Hella,134,615,88.07,0.59,99.79,0.87,0.03,0,15,48,Low,Delayed,74.91,10.79
2022-04-05,VW0826,Turbocharger,Engine,Exide,364,554,101.67,0.51,74.56,0.95,0.06,4,18,111,High,On Time,118.61,7.49
2022-04-06,VW0827,Fuel Pump,Fuel System,Behr Hella,369,539,111.69,0.39,42.32,0.95,0.1,4,10,30,Low,In Transit,118.89,8.7
2022-04-07,VW0828,Alternator,Electrical,Exide,76,139,97.78,0.33,66.06,0.93,0.1,2,15,129,Low,On Time,149.53,14.41
2022-04-08,VW0829,Fuel Pump,Safety System,Exide,474,280,86.74,0.94,42.04,0.92,0.03,4,19,149,High,Delayed,68.47,14.13
2022-04-09,VW0830,Turbocharger,Fuel System,Bosch,455,574,92.93,0.51,91.95,0.92,0.03,0,11,170,Low,Delayed,94.52,7.56
2022-04-10,VW0831,Airbag Module,Fuel System,Continental AG,421,617,90.66,1.45,65.9,0.95,0.06,3,21,78,High,On Time,59.19,13.08
2022-04-11,VW0832,Alternator,Safety System,Garrett Motion,285,158,92.08,1.62,69.34,0.91,0.04,2,24,174,Low,In Transit,56.59,7.37
2022-04-12,VW0833,Turbocharger,Electrical,Continental AG,233,271,83.87,1.82,92.48,0.89,0.06,4,25,48,Low,Delayed,91.81,14.69
